delivery_partner_id,partner_name,rating
971,Samantha Smith,3.7
972,Marie Garrett,3.6
973,Molly Keller,3.5
974,Russell Vega,3.9
975,Crystal Cox,4.9
976,Emily Fuller,4.1
977,Christina Barrera,4.6
978,Jeffrey Gordon,3.8
979,Alexander Spencer,3.6
980,Daniel Rivera,4.3
981,Matthew Rodriguez,4.7
982,Kelly Huffman,4.8
983,Patrick Park,4.3
984,Kathy Smith,3.9
985,Jared Schmidt,3.7
986,Rhonda Rogers,4.5
987,Rebecca Wallace,3.9
988,Jasmine Garcia,4.8
989,Stephanie Torres,4.4
990,James Parker,4.8
991,Patricia Williams,4.3
992,Lisa Martinez,4.7
993,Tamara Diaz,3.9
994,Elijah Roberts,4.3
995,Abigail Ashley,3.5
996,Amber Burns,4.4
997,John Fields,4.3
998,Christine Hayden,4.6
999,William Garrett,4.6
1000,Emily Cox,4.4
1001,Joseph Cook,3.6
1002,Dennis Bell,4.9
1003,Cathy Pearson,3.5
1004,Samantha Martinez,4.7
1005,Kathleen Scott,4.2
1006,Vickie Harrington,4.7
1007,Anthony Mclaughlin,4.2
1008,Laura Moore,4.5
1009,Gregg Garcia,4.0
1010,Corey Stuart,4.6
1011,Andrea Green,3.9
1012,Crystal Gonzales,4.6
1013,Jason Carlson,3.8
1014,Mrs. Brenda Kent,4.6
1015,James Gutierrez,3.9
1016,Alison Mata,3.9
1017,David Jones,4.7
1018,Joan Long,4.7
1019,Kristin Peterson,4.5
1020,Audrey Ray,4.9
1021,Melissa Hubbard,3.7
1022,Martha Burton,3.9
1023,Eric Chavez,3.9
1024,Larry Brooks,4.0
1025,William Christian,4.0
1026,Dennis Weaver,4.5
1027,Arthur Erickson,3.9
1028,April Hammond,3.9
1029,Jody Blake,4.4
1030,Cassandra Chambers MD,3.8
1031,Mary Brown,4.0
1032,Emily Cook,3.6
1033,Matthew Garza,4.9
1034,Catherine Vasquez,4.0
1035,Brooke Gomez,4.8
1036,Crystal Brown,4.3
1037,Amber Parker,3.8
1038,Eric Jones,3.8
1039,Ashley Massey MD,4.5
1040,Sergio Robinson,4.9
1041,James Thomas,3.8
1042,Cheryl Mitchell,3.7
1043,Nicole Kelly,4.1
1044,Kelsey Flores,4.1
1045,Kevin Keith,4.7
1046,Claire Shaw,4.2
1047,David Thompson,3.6
1048,Maxwell Gonzalez,4.9
1049,Sarah Greene,4.1
1050,Sarah West,4.5
1051,Todd Roberts,4.5
1052,Aaron Riddle,3.6
1053,Scott Johnson,3.5
1054,Kelsey Arias,3.6
1055,Jesse Smith,4.9
1056,Tonya Jordan,4.7
1057,Ellen Castillo,3.7
1058,Timothy Kelley,4.4
1059,Grant Davis,4.4
1060,Theodore Gilbert,3.5
1061,Holly Christian,4.1
1062,Jill Williams,4.6
1063,Catherine Watson,3.8
1064,Dr. Adam Hughes,4.8
1065,Lindsey Browning,4.5
1066,James Rodriguez,3.5
1067,Ronnie Alvarado,4.8
1068,Brian Martin,3.5
1069,Mark Thomas,4.8
1070,Heather Dunn,4.0
1071,Ryan Jackson,4.5
1072,Mrs. Virginia Hernandez,4.7
1073,Lance Reyes,3.9
1074,Alexander Miller,4.0
1075,Jennifer Thomas,4.3
1076,James Fischer,4.4
1077,Valerie Adams,3.9
1078,Paul Smith,5.0
1079,John Carr,4.6
1080,Eric Dorsey,3.9
1081,Jack Walker,4.5
1082,Haley Santiago,4.2
1083,Michael Matthews,4.8
1084,Deborah Medina,4.0
1085,Hannah Hodge,3.8
1086,Amber Bell,3.6
1087,Tanya Hardin,5.0
1088,Colleen Santiago,4.0
1089,Tiffany Peterson,3.8
1090,Carmen Burton,4.2
1091,Daniel Jones,3.9
1092,Kevin Henry,3.8
1093,Lucas Ford,4.4
1094,Sherri Haynes,3.6
1095,Johnny Fox,4.3
1096,Mercedes Freeman,4.1
1097,Charles Morris,4.3
1098,Andrew Henderson,4.0
1099,Keith Burke,4.4
1100,Amy Vega,3.6
1101,Nathan Freeman,4.1
1102,Margaret Chambers,3.9
1103,Charles Knox,4.2
1104,Teresa Goodwin,4.1
1105,Jacqueline Smith,4.4
1106,Crystal Brandt,4.4
1107,Christina Lowery MD,4.1
1108,Nicholas Miller,3.8
1109,Henry Kim,4.4
1110,Jennifer Myers,4.9
1111,Amy Carr,3.8
1112,Julie Lee,3.6
1113,Paul Newman,3.9
1114,William Wright,4.1
1115,Gerald Thomas,4.0
1116,Christine Mendoza,4.8
1117,Rick Parsons,4.2
1118,Kevin Thomas,3.9
1119,Mitchell Gonzales,4.9
1120,Paul Cannon,3.7
1121,Stephen Peters,3.7
1122,Vincent Owens,3.9
1123,Bradley Anderson,3.6
1124,Ann Martinez,4.6
1125,Dawn White,4.0
1126,Hector Larson,4.6
1127,Brandon Oneill,4.6
1128,Catherine Hernandez,3.9
1129,Michelle Johnson,4.3
1130,Hannah White,4.3
1131,Chase Payne,4.8
1132,Lisa Patterson,3.5
1133,Samuel Lambert,4.0
1134,Lori Adkins,4.8
1135,Carlos Miller,3.9
1136,Alexander Santiago,3.7
1137,Brittany Preston,4.4
1138,Martin Lyons,4.0
1139,Joe Mercer,4.2
1140,Jimmy Lynch,4.7
1141,James Parker,4.3
1142,Aaron Roman,4.3
1143,Jennifer Gonzalez,3.9
1144,Aimee Walker,4.7
1145,Blake Sloan,4.6
1146,Shannon Bridges,3.9
1147,Jeremy Lee,4.0
1148,David Garcia,4.7
1149,Sean Brown,4.0
1150,Alexis Marsh,4.1
1151,John Frazier,4.0
1152,Mrs. Heather Castro,3.7
1153,Michael Garcia,4.0
1154,Taylor Allen,4.7
1155,Chelsea King,4.2
1156,Lisa Davidson,4.2
1157,Angela Nelson,3.7
1158,Kevin Rivers,3.8
1159,Kelly Martin,3.6
1160,Margaret Palmer,3.5
1161,Ashley Schultz,4.2
1162,Jo Smith,4.1
1163,Richard Mccoy,3.9
1164,Brandy Carter,5.0
1165,Rebecca Chapman,4.1
1166,James Morrison,4.7
1167,Christine Williams,3.8
1168,Courtney Garcia,3.9
1169,Antonio Perez,4.4
1170,Joan Lopez,3.5
1171,Andre Vance,3.5
1172,Lisa Hood,3.7
1173,Sheri Martin,3.8
1174,David Vega,4.3
1175,William Cruz,4.5
1176,Mark Miller,4.0
1177,Danielle King,3.9
1178,Shawn Villarreal,4.7
1179,Kimberly Maldonado,3.7
1180,Timothy Thomas,4.5
1181,Stephanie Davidson,4.9
1182,Christopher Cox,3.8
1183,Karen Bennett,3.6
1184,Amanda Watts,5.0
1185,Karen Hall,3.9
1186,Javier Williams,3.9
1187,Denise Hunt,4.2
1188,Justin Baker,3.8
1189,John Buck,5.0
1190,Joseph Parker,3.6
1191,Rachel Gaines,4.2
1192,Elizabeth Anderson,4.3
1193,Steven Johnson,4.2
1194,Samantha Bennett,4.3
1195,Ralph Lopez,5.0
1196,Linda Erickson,4.8
1197,Joseph Bell,4.0
1198,Natalie Cruz,4.3
1199,Alan Thomas,3.5
1200,Cassandra Brown,4.1
1201,Erin Scott,3.7
1202,Richard Rose,4.6
1203,Jeffrey Li,3.8
1204,Ashley Ramos,4.6
1205,Cassandra Melendez,4.0
1206,Stephanie Marks,4.9
1207,Julia Christian,4.2
1208,Matthew Gonzalez,4.8
1209,Nicole Fitzpatrick,4.4
1210,Debra Terry,5.0
1211,Nathan Norton,4.6
1212,Edward Hebert,4.6
1213,Laurie Conway,3.9
1214,Terry Mitchell,4.3
1215,David Martin,3.9
1216,Brandon Dickerson,3.5
1217,Tyler Morgan,4.6
1218,Allen Smith,3.9
1219,Alyssa Rivera,4.1
1220,Kylie Allen,3.9
1221,Mary Davis,3.8
1222,James Henderson,3.6
1223,Stephanie Norris,4.0
1224,Gregory Newton,3.6
1225,Ashlee Goodman,4.3
1226,Miguel Lynch,3.5
1227,James Johnson,4.9
1228,Madeline Burton,4.9
1229,Michael Blair,4.0
1230,Carol Jones,3.9
1231,Mario Green,3.7
1232,Stephen Whitney,4.9
1233,Gregory Campos,4.4
1234,Mary Hernandez,4.4
1235,Tina Aguirre,4.8
1236,Daniel David,4.9
1237,Susan Walton,4.7
1238,Pam Ross,4.7
1239,Heather Thomas,4.8
1240,Darrell Flynn,4.8
1241,Stacy Freeman,4.1
1242,Tammy Stout,5.0
1243,Nicole Buchanan,4.6
1244,Ricky Lowe,4.1
1245,Jason Stark,4.2
1246,Angel Terrell,4.5
1247,Miranda Pittman,4.0
1248,Hunter Daniel,4.7
1249,Heather Taylor,3.7
1250,Dawn Lane,4.9
1251,Dustin Cobb,4.0
1252,Jennifer Yates,3.7
1253,Justin Reynolds,4.8
1254,Kari Marshall,3.9
1255,Maria Chang,4.8
1256,Michael Rowe,3.9
1257,Curtis Lowe,4.9
1258,Brenda Wiggins,3.8
1259,Daniel Collins,3.6
1260,Denise Harris,4.9
1261,Cory Ramirez,3.7
1262,Jerome Fuller,4.9
1263,Nathan Stokes,4.7
1264,Jason Castillo,3.6
1265,Tina Osborn,4.2
1266,Calvin Mccall,3.6
1267,Jaime House,4.0
1268,Austin Green,4.0
1269,Margaret Woods,4.4
1270,Jeffrey Dixon,5.0
1271,Joanna Glenn,3.8
1272,Amber Raymond,4.0
1273,Jim Moore,4.4
1274,Kaitlyn Turner,3.8
1275,Jason Nelson,4.6
1276,Stephen Kelly,4.1
1277,Beth Harris,4.9
1278,Manuel Alvarez,4.4
1279,Courtney Castillo,4.0
1280,Steven Graves,4.6
1281,Elizabeth Zimmerman,4.8
1282,Anthony Brooks,4.7
1283,Carolyn Reynolds,3.9
1284,Brandon Anderson,4.1
1285,Paul Mooney,4.2
1286,Ryan Tucker,4.1
1287,Justin Murray,4.0
1288,David Gonzalez,4.6
1289,Connor Johnson,3.5
1290,David Tucker,3.9
1291,Jaime Smith,3.7
1292,Jeffrey Diaz,3.7
1293,Valerie Collins,3.9
1294,Anne Cooke,4.6
1295,Dwayne Ball,5.0
1296,Jodi Holt,4.3
1297,Jeffrey Lopez,4.0
1298,Chase Patterson,4.7
1299,Danielle Wise,3.6
1300,John Ball,3.6
1301,Carol Ho,4.0
1302,Monica Nguyen,4.2
1303,Tonya Hayes,4.7
1304,Leah Allen MD,4.9
1305,Ernest Graves,4.3
1306,Barbara Roberts,4.2
1307,Virginia Monroe,3.8
1308,Karla Clayton,4.2
1309,Christine Hayden,4.9
1310,Tiffany Stewart,4.1
1311,Morgan Thompson,3.8
1312,Maria Marshall,4.0
1313,Valerie Rivers,4.3
1314,Melvin Perry,4.4
1315,George Jackson,4.1
1316,Kevin Cain,4.6
1317,Brandy Aguilar,4.4
1318,Anthony Turner,4.5
1319,Deborah Green,4.8
1320,Jeffrey Morris,4.8
1321,Christopher Hayes,3.8
1322,Jessica Turner,4.4
1323,Russell Pineda,4.6
1324,Kelly Gibson,3.7
1325,William Martin,4.8
1326,Sarah Parks,3.8
1327,Martin Moore,4.7
1328,Taylor Rogers,3.7
1329,Michael Allen,4.6
1330,Jose Holloway,3.7
1331,Kristy Thomas,4.1
1332,Kim Fisher,3.7
1333,Joshua Espinoza,3.9
1334,Lisa Liu,5.0
1335,Abigail Burch,3.7
1336,Christopher Martin,4.1
1337,Robert Nichols,4.5
1338,Elizabeth Clay,3.6
1339,Roger Wilson,3.7
1340,Peter Jones,3.7
1341,Michelle French,4.5
1342,Stephanie Rogers,4.9
1343,Matthew Hardy,4.7
1344,Tommy Conner,5.0
1345,Denise Poole,4.4
1346,Katrina Zavala,4.9
1347,Shawn Kaufman,4.0
1348,Gregory Norton,4.1
1349,Annette Kirk,4.1
1350,Gabrielle Daniel,3.6
1351,Jennifer Brown,4.7
1352,Darlene Brown,3.5
1353,Shelly Hall,4.6
1354,Judith Oconnor,4.1
1355,Patricia Sherman,3.5
1356,Wanda Johnson,3.9
1357,Jacqueline Crawford,4.0
1358,Mary Simpson,4.9
1359,Alexis Alexander,4.5
1360,Deborah Wells,4.3
1361,Frank Patel,3.7
1362,John Cooper,4.1
1363,David Gilbert Jr.,3.6
1364,Ronald White,4.6
1365,Corey Sandoval,3.7
1366,Emily Anderson,4.4
1367,Ann Adams,4.5
1368,Paul Sherman,4.0
1369,Jeremiah Garcia,4.4
1370,Jeffery Brown,4.6
1371,Bethany Mathis,3.8
1372,Carl Snyder,4.4
1373,Donald Hill,4.6
1374,Kyle Mills,4.0
1375,James Foster,3.7
1376,Daryl Nichols,3.9
1377,Stephen Chen,4.9
1378,Eric Crawford,4.0
1379,Amber Lewis,3.7
1380,Rebecca Warren,3.6
1381,David Martinez,3.8
1382,David Tyler,3.7
1383,Susan Johnson,4.2
1384,Anthony Henderson,4.0
1385,Stephen Anderson,4.8
1386,Jeffrey Powell,4.8
1387,Ann Torres,4.2
1388,Linda Crawford,4.8
1389,Kevin Woods,4.2
1390,Anthony Peterson,4.5
1391,Ronald Townsend,3.7
1392,Timothy Snow,3.6
1393,Brian Miller,3.7
1394,Hannah Barry,3.9
1395,Joseph Sanchez,4.6
1396,Kristin Colon,3.8
1397,Sean Hunter,3.7
1398,Brian Davis,4.9
1399,Stephanie Oneill,4.5
1400,Matthew Davidson,4.2
1401,William Edwards,3.6
1402,Tamara Hansen,4.8
1403,Michael Smith,3.7
1404,James Ali,4.4
1405,Roger Williams,4.5
1406,Christina Wilcox,4.1
1407,Jasmin Warner,4.9
1408,Steven Richardson,3.6
1409,Sara Reyes,4.7
1410,Cheryl Leblanc,4.3
1411,Brittany Jackson,4.4
1412,Brian Mason,5.0
1413,James Clark,4.4
1414,Robert Harris,4.7
1415,Sheila Taylor,3.7
1416,Gary Murphy,4.7
1417,Nicole Smith,4.6
1418,Virginia Ray,5.0
1419,Susan Maynard,4.9
1420,Pam Fox,3.8
1421,Joshua Evans,4.2
1422,Nathan Russell,4.9
1423,Tyler Fernandez,4.5
1424,Dr. Gary Campos,4.2
1425,Anna Perkins,3.7
1426,Shannon Torres,4.0
1427,Christina Rivera,4.5
1428,Mary Thompson,4.7
1429,Marc Hernandez,4.2
1430,Justin Conway,3.6
1431,Ryan Walsh,4.4
1432,Sara King,4.9
1433,Joseph Sanchez,4.2
1434,William Benitez,4.9
1435,Donna Williams,4.0
1436,Joshua Owens,4.8
1437,Bianca Patrick,4.7
1438,Michael Young,4.9
1439,John Cummings,4.7
1440,Tyler Smith,4.0
1441,Kevin Mercado,4.9
1442,Joe Johnson,4.5
1443,Michelle Smith,3.7
1444,Monica Garrett,3.6
1445,Kerri Brewer,4.0
1446,James Mitchell,4.7
1447,William Grant,4.4
1448,Michael Hahn,4.3
1449,Tanner Nelson,3.5
1450,Rebecca Jackson,4.2
1451,Amy Young,3.7
1452,Kevin Tran,4.2
1453,Matthew Moss,5.0
1454,Heather Gomez,4.8
1455,Lisa Williams,4.0
1456,Cathy Brown,4.4
1457,Kelsey Jones,4.3
1458,Kevin Arnold,3.7
1459,Francis Turner,5.0
1460,Margaret Davis,4.1
1461,Teresa Cisneros,4.3
1462,James Hammond,4.5
1463,Kelly Collier,3.8
1464,Darius Johnston,3.8
1465,Bailey Mcgee,3.8
1466,Daniel Jones,4.1
1467,Robert Dunn,3.8
1468,Gregory Flowers,4.9
1469,Gina Jacobs MD,4.6
1470,Catherine Shea,4.8
1471,Daniel Jackson,4.8
1472,Stacey Flores,4.6
1473,Michael Ferguson,3.9
1474,Jessica Stanley,4.4
1475,Ebony Stephens,3.8
1476,Jason Benjamin,3.7
1477,Karen Martinez,4.4
1478,Jonathan Meyer,4.4
1479,Russell Hunter,3.7
1480,Ethan Chaney,4.0
1481,Steven Hill,3.6
1482,Anita Mann,4.6
1483,Kelly Harding,5.0
1484,Javier Whitehead,4.6
1485,Steven Zimmerman,4.8
1486,Patrick Glenn,4.2
1487,Courtney Jones,3.6
1488,Lauren Dean,4.6
1489,Angela Bishop,3.9
1490,Timothy Jones,4.1
1491,Julie Moran,4.6
1492,Jacob Miller,4.9
1493,Rebecca Rodriguez,4.2
1494,Mark Robertson,4.9
1495,Sheila Bryan,4.3
1496,Kenneth Castro,3.7
1497,Kelsey Bautista,4.3
1498,Ashley Porter,4.8
1499,Kathleen Le,4.3
1500,Ms. Joanne Hudson,4.6
1501,Theresa Vaughan,4.3
1502,Gregory Weaver,4.3
1503,Dr. Brittney Barton,3.9
1504,Jennifer Simon,3.8
1505,Kayla Lee,3.9
1506,David Krause,4.2
1507,Laura Rodriguez,4.7
1508,Savannah May,4.7
1509,Stephanie Russell,3.7
1510,Theresa Costa,4.3
1511,Kristin Price,4.1
1512,Randall Lane,4.4
1513,Tim Burns,4.5
1514,Daniel Jackson,3.9
1515,Alexander Heath,4.9
1516,Robert Thomas,4.9
1517,Jessica Hogan,3.7
1518,Kristi Bird,4.6
1519,Rhonda Davis,3.5
1520,Sarah Barnett,3.6
1521,Jordan Wood,4.9
1522,Kathleen Miller,4.5
1523,Anthony Alexander,4.0
1524,Brenda Hall,4.5
1525,David Carrillo,4.8
1526,Theresa Barnes,4.8
1527,Cynthia Ross,3.5
1528,Crystal Anderson,4.7
1529,William Roth,4.8
1530,Laura Schwartz,4.4
1531,Ashley Johnson,4.2
1532,Benjamin Johnson,3.7
1533,Luis Kramer,3.9
1534,Helen Roach,4.2
1535,Jessica Larson,4.8
1536,Justin Dixon,4.7
1537,Alexander Smith,4.2
1538,Amber Arias,4.7
1539,Paul Cruz,4.6
1540,Kyle Hernandez,4.4
1541,Dr. Elizabeth Rogers MD,3.8
1542,Adam Rodriguez,4.0
1543,Anna Manning,3.7
1544,Cheryl Villanueva,3.5
1545,Jennifer Johnson,3.6
1546,Christina Miller,4.6
1547,Dana Jennings,3.6
1548,Ryan Myers,4.1
1549,Kevin Robinson,5.0
1550,Alexander Wilson,4.7
1551,Adam Gonzalez,4.6
1552,Lorraine Melton,3.9
1553,Lauren Kirby,4.5
1554,Kenneth Stuart,4.2
1555,Jeffrey Thompson,4.4
1556,David Murphy,4.2
1557,Sheryl Quinn,4.3
1558,Donna Grant,5.0
1559,Jeffrey Garcia,4.0
1560,Morgan Hopkins,3.8
1561,Ryan Hoffman,4.2
1562,Alejandro Allen,4.3
1563,Duane Thomas,3.6
1564,Oscar Lloyd,4.7
1565,Joseph Smith,4.1
1566,Ellen Miller,4.1
1567,Corey Price,4.5
1568,Gloria Bennett,4.7
1569,Adam Hughes,5.0
1570,Marcia Barnes,3.8
1571,Darren Madden,4.0
1572,Danielle Burns,3.8
1573,Tony Coleman,4.8
1574,Jennifer Duran,4.3
1575,Sean Murphy,4.8
1576,Ricardo Martin,5.0
1577,Matthew Hamilton,4.3
1578,Larry Thomas,3.7
1579,Leslie Watson,4.0
1580,Alexandra Mcdowell,3.6
1581,Julie Ford,4.8
1582,Edwin Morales,3.5
1583,Michael Cross,4.4
1584,Brittany Turner,3.7
1585,Mark Wood,3.5
1586,Mr. Jesse Norris DVM,3.9
1587,Pamela Mcmahon,4.3
1588,Eddie Maxwell,3.6
1589,Gregory Abbott,4.4
1590,Melanie Taylor,4.5
1591,Charles Mack,5.0
1592,Jacqueline Jones,4.8
1593,Philip Evans,4.4
1594,Samuel Smith,4.7
1595,Savannah Hancock,4.0
1596,Debbie Shelton,4.4
1597,Michael Dunn,4.1
1598,Ralph Arnold,4.0
1599,Kyle Daugherty,4.6
1600,Molly Cross,3.9
1601,Jennifer Roberts,4.1
1602,Mark Santos,4.1
1603,Andrew Dunn,4.8
1604,Sabrina Brown,3.8
1605,Melissa Brown,4.1
1606,Mitchell Durham,4.8
1607,Thomas Roberts,3.5
1608,Troy Meyer,4.9
1609,Robin Peters,4.8
1610,Joshua Sanchez,4.1
1611,Douglas Carroll,4.5
1612,Carolyn Boyle,5.0
1613,Tanya Roberts MD,4.3
1614,Jasmine Morgan,3.6
1615,Martin Gonzalez,4.8
1616,Dustin Cook,3.7
1617,Vicki Matthews,3.9
1618,Jillian Harris,4.8
1619,Samantha Gutierrez,3.9
1620,Julian Sawyer DDS,4.6
1621,Stephen Clark,4.2
1622,James Graham,4.6
1623,Monica Kelly,3.8
1624,Adrienne Kane,4.1
1625,Spencer Hernandez,4.0
1626,Philip Gomez,3.9
1627,Patrick Allen,4.0
1628,Gregory Payne,4.0
1629,Michael Ellis,4.9
1630,Julian Davis,4.3
1631,Tracy Austin,4.2
1632,Daniel Moore,4.3
1633,Abigail Lane,5.0
1634,Pamela Gardner,4.5
1635,Paige Rodriguez,4.6
1636,Billy Gould,4.0
1637,Ryan Wade,4.2
1638,Cynthia Carroll,3.8
1639,Courtney Solis,4.5
1640,Thomas Nielsen,4.0
1641,Kelly Shepard,4.6
1642,Erica Ramirez,3.8
1643,Gary Daniels,4.1
1644,Blake Bradshaw,4.2
1645,Tiffany Rowland,3.7
1646,Mr. Steven Green,3.6
1647,Joshua Stark,4.0
1648,Jacob Sherman,4.3
1649,Tiffany Ramirez,4.5
1650,Brian Baker,4.1
1651,Scott Petty,4.3
1652,Tina Oliver,4.3
1653,Michael Finley,4.3
1654,Hayden Mitchell,3.6
1655,Stephanie Heath,4.1
1656,Sarah Caldwell,3.8
1657,Anna Saunders,4.3
1658,Crystal Chapman,4.6
1659,Alexander Thomas,4.4
1660,Dr. Shannon Torres,3.8
1661,Madison Hudson,3.8
1662,Hannah Morton,3.6
1663,Luis Fuller,4.1
1664,James Hansen,4.1
1665,Jason Anderson,3.9
1666,Brian Douglas,4.6
1667,Ashley Castillo,4.1
1668,Christopher Booker,4.5
1669,Virginia Cole,4.5
1670,James Fox,4.4
1671,Mr. Joshua Walters,4.9
1672,Paul Barnett,3.5
1673,Randy Johnson,3.6
1674,Susan Schmitt,4.6
1675,Ricky Gray,4.0
1676,Sarah Walsh,5.0
1677,Christopher Perkins,3.8
1678,Dawn Miller,3.8
1679,Melissa Johnson,4.4
1680,Angela Cox,3.9
1681,Christopher Herman,4.0
1682,Amanda Riley,4.9
1683,Robert Cox,3.5
1684,Corey Cole,4.3
1685,Robert Kelly,4.0
1686,Joel Sloan,4.0
1687,Eric Moore,3.9
1688,Sherry Anderson,3.7
1689,Jonathan Diaz,3.6
1690,Jeffrey Medina,5.0
1691,Joshua Bell,4.5
1692,Pamela Hendricks,4.7
1693,Sara Price,3.6
1694,Carla Miller,3.5
1695,Benjamin Mora,4.4
1696,Drew May,4.6
1697,Emily Rodriguez,4.1
1698,Linda Hensley,4.1
1699,James Mack,4.1
1700,Wendy Smith,3.7
1701,Madison Wade,4.6
1702,Cassie Shaw,3.8
1703,Jerry Lewis,4.0
1704,Robert Butler,4.5
1705,Dawn Haas,3.5
1706,Louis King,4.6
1707,David Martin,4.8
1708,Julie Smith,3.6
1709,Andrea Smith,4.4
1710,Stacy Clark,4.1
1711,Sarah Stevens,3.6
1712,Mr. Joel Schmidt,4.5
1713,Jessica Roberts,4.4
1714,Steven Hall,4.5
1715,Jamie Joyce,4.7
1716,Patricia Smith,3.9
1717,Mark Payne,4.5
1718,Kristen Norman,4.6
1719,Douglas Howard,3.8
1720,Kyle Weaver,4.9
1721,Paul Thomas,4.0
1722,Joanna Moore,4.6
1723,Jordan Pierce,4.6
1724,Wendy Miller,4.3
1725,John Lee,3.7
1726,Marc Morales,3.9
1727,Christina Adams,3.9
1728,Andrew Neal,4.3
1729,Patrick Cobb,3.9
1730,Steven Salinas,4.3
1731,Marc Baker,3.9
1732,Roy Gay,3.5
1733,Ashley Brady,4.0
1734,Maurice Patton,4.4
1735,Mark Pitts,4.7
1736,Patricia Wood,3.5
1737,Eric Ferguson,3.9
1738,Mary Collier,5.0
1739,Kathleen Ayala,3.9
1740,Cheyenne Reid,4.7
1741,Sara Lee,4.3
1742,Elizabeth Nichols,3.7
1743,Tim Ali,4.5
1744,Brandon Lester,4.9
1745,Andrea Hughes,4.8
1746,Jasmine Harris,4.5
1747,Paula Herrera,4.3
1748,Diane Lopez,4.0
1749,Katherine Thomas,4.0
1750,Diane Vasquez,4.0
1751,David Solomon,4.9
1752,Shane Spence,3.8
1753,Thomas Arnold,4.1
1754,Tiffany Ruiz,4.1
1755,John Gonzalez,4.1
1756,Mrs. Lisa Thomas,3.5
1757,Justin Chen,3.9
1758,Timothy Mitchell,4.2
1759,Adam Sullivan DVM,4.6
1760,John Ward,4.4
1761,Rhonda Wood,4.1
1762,Donald Ortiz,4.5
1763,Lynn Lee,4.5
1764,Autumn Webb,3.9
1765,Stephen Torres,3.7
1766,Tracy Webster,4.7
1767,John Kirby,4.3
1768,Patricia Scott,3.8
1769,Lynn Phillips,3.9
1770,Kristin Allen,4.6
1771,Dr. Julie Peterson,4.5
1772,Carlos Ross,4.9
1773,Jose Stewart,4.2
1774,Alexandra Everett,3.6
1775,Miguel Nguyen,4.6
1776,Robert Wood,3.9
1777,Todd Andrews,4.0
1778,Steven Johnson,3.8
1779,Mark Castro,4.0
1780,Joshua Jacobs,4.7
1781,Matthew Nielsen,4.4
1782,Thomas Ramos,3.7
1783,Richard Tapia,4.4
1784,Donald Miller,4.5
1785,Paul Powers,4.8
1786,Chad Lopez,4.8
1787,Courtney Stone,3.6
1788,Shane Miller,4.8
1789,Nicholas Ward,3.6
1790,Michelle Nelson,3.7
1791,Sierra Williams,3.7
1792,Dominique Rodriguez,3.8
1793,James Morales,4.7
1794,Crystal Elliott,4.5
1795,Whitney James,4.5
1796,David Duncan,4.9
1797,Dr. Mary Hays,4.1
1798,Kristen Morgan,3.5
1799,Ronald Snyder,4.5
1800,Alex Tucker,4.8
1801,Beth Stokes,5.0
1802,Brendan Barker,4.0
1803,Kelly Fisher,4.7
1804,Evelyn Dawson,4.8
1805,Kristen Camacho,3.7
1806,Heather Watson,4.4
1807,Brandon Rivera,3.8
1808,Donald Porter,4.2
1809,Barbara Thompson,4.8
1810,Jennifer Ballard,4.7
1811,Anthony Johnson,4.4
1812,Miss Christy Parker,4.7
1813,Michele Robinson,3.7
1814,Marc Owens,3.8
1815,Kyle Obrien,3.8
1816,Eric Thomas,4.7
1817,Joe Lopez,4.8
1818,Corey Weiss,4.3
1819,Francis Cruz,4.9
1820,Regina Ford,4.6
1821,James Rivera,4.3
1822,Alexander Porter,4.4
1823,Samantha Taylor,4.8
1824,Michelle Campbell,3.6
1825,Courtney Estrada,3.8
1826,Vanessa Riley,3.9
1827,Robert Becker,4.8
1828,Ashley Moore,4.9
1829,Elizabeth Hayden,4.0
1830,Angela Jordan,4.9
1831,Harry Ochoa,4.3
1832,John Fuller,4.2
1833,Steven Diaz,4.7
1834,Christopher Mendoza,4.3
1835,Jackie Romero,4.2
1836,Jessica Ray,3.5
1837,Garrett Thomas,3.5
1838,Megan Gibbs,4.4
1839,Albert Skinner,3.6
1840,Maurice Morgan,4.6
1841,Erika Parker,4.4
1842,Carolyn Frye,4.2
1843,Catherine Kelly,4.6
1844,Phillip Sampson,5.0
1845,Jeffrey Hill,3.9
1846,Mrs. Mary Paul DDS,4.3
1847,James Sandoval,4.8
1848,Barbara Evans,3.5
1849,Beth Wright,3.8
1850,Michael Elliott,4.3
1851,Timothy Bray,4.3
1852,Marissa Ray,3.6
1853,Richard Weaver,4.1
1854,David Smith,4.3
1855,Samantha Anderson,4.1
1856,Brett Odom,4.6
1857,Justin Collins,4.7
1858,Katherine Powell,4.2
1859,Elaine Murphy,4.1
1860,Janet Fitzgerald,4.6
1861,Jennifer Burns,4.3
1862,Mark Wilcox,4.8
1863,Joshua Wilson,4.2
1864,Casey Davis,4.4
1865,Leslie Oconnor,3.7
1866,Matthew Montgomery,4.8
1867,William Johnson,4.1
1868,Patrick Hurst,4.6
1869,Katelyn Cook,4.1
1870,Eric Parks,3.5
1871,David Brown,4.1
1872,Bobby Christian,3.7
1873,Robert Kelley,4.1
1874,Jennifer Bullock,4.0
1875,Henry Levine,3.8
1876,Zachary Moss,3.7
1877,Gerald Harris,4.6
1878,Brandon Howard,4.6
1879,Emily Brown,3.9
1880,Anthony Hill,4.2
1881,Billy Obrien,4.2
1882,Robert Phillips,4.0
